date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:40	17624/17624	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-01.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-01.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:40	9627/9627	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2006:39:04%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/woman.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/woman.png	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:40	7420/7420	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2006:39:06%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/woman-avator.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/woman-avator.png	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:41	5758/5758	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2006:39:02%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/man.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/man.png	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:41	685/685	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:43:58%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/facebook.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/facebook.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:42	2499/2499	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:44:16%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/twitter.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/twitter.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:42	1550/1550	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:45:24%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/github.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/github.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:42	1010/1010	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:46:24%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/linkedin.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/linkedin.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:43	4652/4652	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2017:05:48%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/element_square.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/element_square.png	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:44	58545/58545	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2008:34:36%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/about-01.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/about-01.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:45	130747/130747	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Mar%202020%2014:08:02%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/personal-image-05.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/personal-image-05.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:45	2015/2015	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Apr%202020%2010:05:50%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/folder.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/folder.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:46	9641/9641	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Apr%202020%2009:58:00%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/project.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/project.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:46	2364/2364	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Apr%202020%2010:00:10%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/medal.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/medal.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:46	1660/1660	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Apr%202020%2010:02:04%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/happy.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/happy.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:46	2141/2141	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:18:56%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/idea.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/idea.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:47	4611/4611	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:32:58%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/support.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/support.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:47	9989/9989	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:21:44%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:47	8193/8193	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:47:26%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/responsive-design(1).svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/responsive-design(1).svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:48	4406/4406	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:50:54%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/unlimited.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/unlimited.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:48	18148/18148	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2003%20Apr%202020%2009:27:58%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/premium-service.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/premium-service.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:48	6249/6249	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2006:39:02%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/man-avator.png	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/man-avator.png	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:48	20771/20771	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:40%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-02.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-02.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:49	18350/18350	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:12%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-03.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-03.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:49	19860/19860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:44%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-04.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-04.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:49	8751/8751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:16%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-05.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-05.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:50	13004/13004	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:18%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-06.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-06.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:50	13504/13504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:48%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-07.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-07.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:50	17917/17917	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:42:52%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-08.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-08.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:51	25373/25373	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2006:43:20%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-09.jpg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/portfolio-09.jpg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:51	3502/3502	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:21:28%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/phone.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/phone.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:51	3573/3573	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:49:40%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/location.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/location.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
22:51:52	1670/1670	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2007%20Apr%202020%2014:52:28%20GMT	https://retrina.com/demo/arshia/arshia/cv/assets/img/send.svg	C:/Users/USER/Desktop/DU%20banner/my%20portfolio/retrina.com/demo/arshia/arshia/cv/assets/img/send.svg	(from https://retrina.com/demo/arshia/arshia/cv/colorfull.html)
